placeId,address,sub_channel,phone,latitude,longitude,status,type,googleUrl,outlet_name,ratingText,stars,numberOfReviews,websites,coldCallProbabilityWeight
Jb-uJ_8ojDTkRIpi650mRRhA," House no. 327, Fazilpur Jharsa, Sector 48, Gurugram, Haryana 122004",Hostel, 099290 35166,28.4112625,77.0351591,Available,NA,https://www.google.com/maps/place/Shivansh+Co-+Living/data=!4m7!3m6!1s0x390d23caff89eb6f:0x10469149e7ba9822!8m2!3d28.4112625!4d77.0351591!16s%2Fg%2F11trshf46y!19sChIJb-uJ_8ojDTkRIpi650mRRhA?authuser=0&hl=en&rclk=1,Shivansh Co- Living,4.8 stars 105 Reviews,4.8,105,"[""NA""]",75.37%
J7-v6KQAjDTkRUcJowGGDobY," Prajapati Rd, Badshahpur, Sector 66, Gurugram, Haryana 122101",Hostel, 070426 63242,28.3921223,77.0540034,Available,NA,https://www.google.com/maps/place/Seventh+Heaven+Best+PG+and+1RK/data=!4m7!3m6!1s0x390d230029faebef:0xb6a18361c068c251!8m2!3d28.3921223!4d77.0540034!16s%2Fg%2F11vprw8f32!19sChIJ7-v6KQAjDTkRUcJowGGDobY?authuser=0&hl=en&rclk=1,Seventh Heaven Best PG and 1RK,4.3 stars 129 Reviews,4.3,129,"[""https://seventh-heaven.in/""]",67.90%
JITEFnZIjDTkRZ3u9l8jisN4," TYAGI PG SS MARKET, near MAMTA SWEETS, Medawas, Sector 64, Gurugram, Haryana 122101",Hostel, 098704 96603,28.3966286,77.0740941,Available,NA,https://www.google.com/maps/place/TYAGI+PG/data=!4m7!3m6!1s0x390d23929d053121:0xdeb0e2c897bd7b67!8m2!3d28.3966286!4d77.0740941!16s%2Fg%2F11k4tx7fyn!19sChIJITEFnZIjDTkRZ3u9l8jisN4?authuser=0&hl=en&rclk=1,TYAGI PG,4.4 stars 32 Reviews,4.4,32,"[""NA""]",63.27%
J_cViTZoiDTkR_OgtrAm3bM4," Tower No-14A, Flat, 104, Badshahpur Sohna Rd Hwy, near Omaxe mall, Sector 49, Gurugram, Haryana 122018",Hostel, 098718 80005,28.4220018,77.0388958,Available,NA,https://www.google.com/maps/place/GIRLS+PG+BASERA+HOMES+SECTOR+49+SOHNA+ROAD/data=!4m7!3m6!1s0x390d229a4d62c5fd:0xce6cb709ac2de8fc!8m2!3d28.4220018!4d77.0388958!16s%2Fg%2F11qyvhwzp_!19sChIJ_cViTZoiDTkR_OgtrAm3bM4?authuser=0&hl=en&rclk=1,GIRLS PG BASERA HOMES SECTOR 49 SOHNA ROAD,4.8 stars 33 Reviews,4.8,33,"[""NA""]",67.44%
JGcCpbsMjDTkRHee3ve65zrY," Plot 26, near Tik n Talk Restaurant, Sector 69, Gurugram, Haryana 122101",Student housing center091055 13013, 091055 13013,28.3981533,77.040897,Available,NA,https://www.google.com/maps/place/AM+Stays+PG/data=!4m10!3m9!1s0x390d23c36ea9c019:0xb6ceb9eebdb7e71d!5m2!4m1!1i2!8m2!3d28.3981533!4d77.040897!16s%2Fg%2F11vygr1tc_!19sChIJGcCpbsMjDTkRHee3ve65zrY?authuser=0&hl=en&rclk=1,AM Stays PG,4.4 stars 65 Reviews,4.4,65,"[""NA""]",67.82%
Js4hzbrEjDTkRFr7xyiqBzAY," Gali number 2, Neelkanth enclave, near Bajaj Auto Showroom, Sector 69, Gurugram, Haryana 122101",Hostel, 095408 50004,28.3986362,77.0442184,Available,NA,https://www.google.com/maps/place/Great+PG+for+boys+and+girls/data=!4m7!3m6!1s0x390d23b16e7388b3:0x6cc812acaf1be16!8m2!3d28.3986362!4d77.0442184!16s%2Fg%2F11s53hg55s!19sChIJs4hzbrEjDTkRFr7xyiqBzAY?authuser=0&hl=en&rclk=1,Great PG for boys and girls,3.9 stars 26 Reviews,3.9,26,"[""NA""]",57.19%
Jf5YPpIcjDTkRHqMLAHw7uck," Vill, Gali Number 2, Tikri, Sector 48, Gurugram, Haryana 122001",Hostel, 099992 96127,28.4202506,77.0360874,Available,On-site services,https://www.google.com/maps/place/PRATHIT+PG/data=!4m7!3m6!1s0x390d2387a40f967f:0xc9b93b7c000ba31e!8m2!3d28.4202506!4d77.0360874!16s%2Fg%2F11y96rm2pj!19sChIJf5YPpIcjDTkRHqMLAHw7uck?authuser=0&hl=en&rclk=1,PRATHIT PG,4.7 stars 31 Reviews,4.7,31,"[""NA""]",66.10%
JL3b_VJciDTkRARTRwYPtovU," MD 35,, MD - 35, Captain Chandan Lal Marg, Sector 48, Gurugram, Haryana 122018",Hostel, 098997 34439,28.4110262,77.0389991,Available,NA,https://www.google.com/maps/place/Neeraj+PG/data=!4m7!3m6!1s0x390d229754ff762f:0xf5a2ed83c1d11401!8m2!3d28.4110262!4d77.0389991!16s%2Fg%2F11c2nccqx_!19sChIJL3b_VJciDTkRARTRwYPtovU?authuser=0&hl=en&rclk=1,Neeraj PG,3.8 stars 38 Reviews,3.8,38,"[""NA""]",58.26%
JhYb0ENMjDTkRRvQBQZf5-R8," A 93/13 VIPUL WORLD, Gali No. 4, Tikri, Sector 48, Gurugram, Haryana 122018",Hostel, 079823 44408,28.4190442,77.0350326,Available,"""Clean , safe and complete facilities for job professionals and students.""",https://www.google.com/maps/place/Shree+Residency/data=!4m7!3m6!1s0x390d23d310f48685:0x1ff9f9974101f446!8m2!3d28.4190442!4d77.0350326!16s%2Fg%2F11g3_9wbw8!19sChIJhYb0ENMjDTkRRvQBQZf5-R8?authuser=0&hl=en&rclk=1,Shree Residency,4.2 stars 105 Reviews,4.2,105,"[""NA""]",69.37%
JcS0V1xcjDTkR-3gtemiK5eI," Sneh Pg behind himgiri hero motors , Monga colony, main, Badshahpur Sohna Rd Hwy, Gurugram, Haryana 122101",Backpacker Hostel, 079761 25359,28.3977174,77.0450391,Available,"""With homelike feeling🫶🏻""",https://www.google.com/maps/place/SNEH+PG+ONLY+FOR+GIRL%27S/data=!4m7!3m6!1s0x390d2317d7152d71:0xe2e58a687a2d78fb!8m2!3d28.3977174!4d77.0450391!16s%2Fg%2F11qbjmhkj5!19sChIJcS0V1xcjDTkR-3gtemiK5eI?authuser=0&hl=en&rclk=1,SNEH PG ONLY FOR GIRL'S,3.6 stars 14 Reviews,3.6,14,"[""NA""]",51.68%
Jg9DRwkUjDTkRLKtJ3d5peYM," 92WR+XC2, near Genpact, Sector 69, Gurugram, Haryana 122101",Hostel, 081303 49684,28.3973479,77.0408817,Available,"""The staff at Tranquil Luxury PG
is truly exceptional.""",https://www.google.com/maps/place/Tranquil+Luxury+PG/data=!4m7!3m6!1s0x390d2345c2d1d083:0x837969dedd49ab2c!8m2!3d28.3973479!4d77.0408817!16s%2Fg%2F11vk08cb_x!19sChIJg9DRwkUjDTkRLKtJ3d5peYM?authuser=0&hl=en&rclk=1,Tranquil Luxury PG,3.5 stars 45 Reviews,3.5,45,"[""NA""]",56.31%
Jkx1SDAAjDTkRtojcCCZ8m8c," A 224, Vipul World, Sector 48, Gurugram, Haryana 122001",Hostel, 099908 33388,28.4145611,77.0341134,Available,"""Well located PG with new and modern rooms.""",https://www.google.com/maps/place/SS+Residency/data=!4m7!3m6!1s0x390d23000c521d93:0xc79b7c2608dc88b6!8m2!3d28.4145611!4d77.0341134!16s%2Fg%2F11y6pk4zk8!19sChIJkx1SDAAjDTkRtojcCCZ8m8c?authuser=0&hl=en&rclk=1,SS Residency,5.0 stars 16 Reviews,5,16,"[""https://www.instagram.com/ssresidency_?igsh=MXNlczR6bjN6M2s4MQ==""]",62.14%
JxYXjcKkZDTkRKmSBlIsza7M," Sco 24, near Genpact, kaushal nagar, Sector 69, Gurugram, Haryana 122018",Hostel, 095969 35532,28.3974681,77.0408425,Available,"""Great place to stay with luxurious rooms and quality food service.""",https://www.google.com/maps/place/Living+Shiving+%7C+Coliving/data=!4m7!3m6!1s0x390d19a970e385c5:0xb36b338b9481642a!8m2!3d28.3974681!4d77.0408425!16s%2Fg%2F11sy6t7qyk!19sChIJxYXjcKkZDTkRKmSBlIsza7M?authuser=0&hl=en&rclk=1,Living Shiving | Coliving,4.6 stars 18 Reviews,4.6,18,"[""NA""]",62.58%
JCRgEPzkjDTkRzo5ew2lp8FI," 21, Neelkanth Enclave, Sector 69 Near Vatika Chauk, Main, Badshahpur Sohna Rd Hwy, behind Ektaa Hospital, Badshahpur, Gurugram, Haryana 122101",Hostel, 098683 58701,28.3987847,77.044087,Available,"""Very nice room and uncle is also very nice all new rooms""","https://www.google.com/maps/place/Krishna+Residency,+1RK+%281+Room+set%29+in+Neelkanth+Enclave,+Sector-69,+Near+Vatika+Chauk,+Gurugram/data=!4m7!3m6!1s0x390d23393f041809:0x52f06969c35e8ece!8m2!3d28.3987847!4d77.044087!16s%2Fg%2F11n_z5320j!19sChIJCRgEPzkjDTkRzo5ew2lp8FI?authuser=0&hl=en&rclk=1","Krishna Residency, 1RK (1 Room set) in Neelkanth Enclave, Sector-69, Near Vatika Chauk, Gurugram",4.5 stars 37 Reviews,4.5,37,"[""NA""]",65.10%
JO6QRCGsjDTkRIj17DqMxh2U," H. no - 696, South City II, Sector 49, Gurugram, Fatehpur, Haryana 122018",Hostel, 097181 47003,28.4180937,77.0506065,Available,NA,https://www.google.com/maps/place/Green+PG-+Boys+and+Girls+PG+in+Gurgaon/data=!4m7!3m6!1s0x390d236b0811a43b:0x658731a30e7b3d22!8m2!3d28.4180937!4d77.0506065!16s%2Fg%2F11qlx29mg1!19sChIJO6QRCGsjDTkRIj17DqMxh2U?authuser=0&hl=en&rclk=1,Green PG- Boys and Girls PG in Gurgaon,2.9 stars 9 Reviews,2.9,9,"[""http://www.greenorchidfarms.com/""]",39.48%
JuflQaVYjDTkRpPnuf9OO_J4,,Hostel, 080 4600 7573,28.4138062,77.0353898,Available,"""Spacious rooms  amazing facilities and had a delightful experience here""",https://www.google.com/maps/place/Stanza+Living+Dunkirk+House+%7C+PG+in+Sector+48/data=!4m7!3m6!1s0x390d23566950f9b9:0x9efc8ed37feef9a4!8m2!3d28.4138062!4d77.0353898!16s%2Fg%2F11spqx74wy!19sChIJuflQaVYjDTkRpPnuf9OO_J4?authuser=0&hl=en&rclk=1,Stanza Living Dunkirk House | PG in Sector 48,3.9 stars 107 Reviews,3.9,107,"[""NA""]",66.51%
Jr-yP_tQjDTkRexdhNbllB1I,"BEHIND AURUM CONVENTION & RESORTS, GUGA COLONY, MAIN, Badshahpur Sohna Rd Hwy, near by VATIKA CHOWK",Backpacker Hostel,079761 25359,28.3979851,77.0485827,Available,"""Best pg with a good humble staff and food 👌""",https://www.google.com/maps/place/Ecostay+Co-living/data=!4m7!3m6!1s0x390d23d4fe8fecaf:0x520765b93561177b!8m2!3d28.3979851!4d77.0485827!16s%2Fg%2F11ltt8pvkp!19sChIJr-yP_tQjDTkRexdhNbllB1I?authuser=0&hl=en&rclk=1,Ecostay Co-living,3.9 stars 11 Reviews,3.9,11,"[""NA""]",53.97%
Jq_MLiRIZDTkR2va6Ds1fG5Y,Gali no 3,Backpacker Hostel,079823 44408,28.4197424,77.0354446,Available,"""Best PG in Sec 48 at affordable prices""",https://www.google.com/maps/place/Shree+PG/data=!4m7!3m6!1s0x390d1912890bf3ab:0x961b5fcd0ebaf6da!8m2!3d28.4197424!4d77.0354446!16s%2Fg%2F11sf0fwvgc!19sChIJq_MLiRIZDTkR2va6Ds1fG5Y?authuser=0&hl=en&rclk=1,Shree PG,3.8 stars 13 Reviews,3.8,13,"[""NA""]",53.45%
Jd8QKyMMjDTkRSSo5kN63X18,Fazilpur Dhani,Hostel, 0124 620 1743,28.4150727,77.0353947,Available,NA,https://www.google.com/maps/place/Best+Boys%2FGirls+PG+in+Gurgaon+%7C+OYO+LIFE+GRG1041-+PG+in+Vipul+%7C+6+min+walk+from+IRIS+Tech+ParkWorld+%7C/data=!4m7!3m6!1s0x390d23c3c80ac477:0x5f5fb7de90392a49!8m2!3d28.4150727!4d77.0353947!16s%2Fg%2F11gy6jvmf6!19sChIJd8QKyMMjDTkRSSo5kN63X18?authuser=0&hl=en&rclk=1,Best Boys/Girls PG in Gurgaon | OYO LIFE GRG1041- PG in Vipul | 6 min walk from IRIS Tech ParkWorld |,3.7 stars 29 Reviews,3.7,29,"[""NA""]",55.74%
Jz2uqT1sjDTkRUL42GuZHlgI,,Hostel,095824 76600,28.4132944,77.033863,Available,"""Good rooms at affordable price.""",https://www.google.com/maps/place/VTRIVEL+STAY/data=!4m7!3m6!1s0x390d235b4faa6bcf:0x29647e61a36be50!8m2!3d28.4132944!4d77.033863!16s%2Fg%2F11ptpgwjt7!19sChIJz2uqT1sjDTkRUL42GuZHlgI?authuser=0&hl=en&rclk=1,VTRIVEL STAY,3.8 stars 32 Reviews,3.8,32,"[""NA""]",57.27%
JbydNJPcjDTkRc2QBGQelrNU,SK HOMES PREMIUM,Hostel, 099996 60250,28.4120845,77.0297559,Available,On-site services not available,https://www.google.com/maps/place/SK+HOMES+PREMIUM/data=!4m7!3m6!1s0x390d23f7244d276f:0xd5aca50719016473!8m2!3d28.4120845!4d77.0297559!16s%2Fg%2F11ldm191fd!19sChIJbydNJPcjDTkRc2QBGQelrNU?authuser=0&hl=en&rclk=1,SK HOMES PREMIUM,4.2 stars 76 Reviews,4.2,76,"[""NA""]",66.95%
JPTxNmQ4jDTkREQc2j7WW1lQ,Gali Number 2,Hostel,089300 56536,28.4201829,77.0366719,Available,"""Good experience of gaurav pg""",https://www.google.com/maps/place/Gaurav+PG/data=!4m7!3m6!1s0x390d230e994d3c3d:0x54d696b58f360711!8m2!3d28.4201829!4d77.0366719!16s%2Fg%2F11tf9jjj6n!19sChIJPTxNmQ4jDTkREQc2j7WW1lQ?authuser=0&hl=en&rclk=1,Gaurav PG,3.1 stars 15 Reviews,3.1,15,"[""NA""]",46.91%
JgxjerT7jDDkR7ShOYbaQAn8," House no 18, Gali no 2, Ashok Vihar phase 3, Sector 5, Gurugram, Haryana 122006",Boys' hostel, 099113 74141,28.4853513,77.0204616,Available,NA,https://www.google.com/maps/place/Arjun+PG+For+Boys/data=!4m7!3m6!1s0x390ce33eadde1883:0x7f0290b6614e28ed!8m2!3d28.4853513!4d77.0204616!16s%2Fg%2F11nngvbl1h!19sChIJgxjerT7jDDkR7ShOYbaQAn8?authuser=0&hl=en&rclk=1,Arjun PG For Boys,4.9 stars 89 Reviews,4.9,89,"[""NA""]",75.13%
JH-fzgD4ZDTkR88wat3rDIUo," house no, 830 c, Bus Stand Rd, Acharya Puri Extension, Acharya Puri, Block A, Sector 12, Gurugram, Haryana 122022",Hostel, 096547 27237,28.4695982,77.0324559,Available,NA,https://www.google.com/maps/place/Rao+girls+pg/data=!4m7!3m6!1s0x390d193e80f3e71f:0x4a21c37ab71accf3!8m2!3d28.4695982!4d77.0324559!16s%2Fg%2F11r0xjhskc!19sChIJH-fzgD4ZDTkR88wat3rDIUo?authuser=0&hl=en&rclk=1,Rao girls pg,4.6 stars 263 Reviews,4.6,263,"[""NA""]",79.74%
Jefd2J7cZDTkRfkyOcSm6VDE," Singha Enclave, 1903-k, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001",Hostel, 098110 12301,28.4773284,77.0380995,Available,NA,https://www.google.com/maps/place/White+House+Pg/data=!4m7!3m6!1s0x390d19b72776f779:0x3154ba29718e4c7e!8m2!3d28.4773284!4d77.0380995!16s%2Fg%2F1pw3y2vqr!19sChIJefd2J7cZDTkRfkyOcSm6VDE?authuser=0&hl=en&rclk=1,White House Pg,4.0 stars 123 Reviews,4,123,"[""NA""]",68.55%
JHWsZ9vkXDTkRLsPPKpEuuKk," Sector 37, Delhi - Jaipur Expy, Khandsha, Gurugram, Haryana 122004",Hostel, 094672 44066,28.4301402,77.0048964,Available,NA,https://www.google.com/maps/place/Sweet+Home+PG+%26+Restaurant/data=!4m7!3m6!1s0x390d17f9f6196b1d:0xa9b82e912acfc32e!8m2!3d28.4301402!4d77.0048964!16s%2Fg%2F11g9vjwfjk!19sChIJHWsZ9vkXDTkRLsPPKpEuuKk?authuser=0&hl=en&rclk=1,Sweet Home PG & Restaurant,4.0 stars 174 Reviews,4,174,"[""NA""]",71.05%
Jgb_2aLYZDTkRpcWZHmMh4_E," 100/3, Rajiv Nagar, Sector 13, Gurugram, Haryana 122022",Hostel, 085100 20520,28.4753229,77.0349919,Available,NA,https://www.google.com/maps/place/Elegant+PG/data=!4m7!3m6!1s0x390d19b668f6bf81:0xf1e321631e99c5a5!8m2!3d28.4753229!4d77.0349919!16s%2Fg%2F11g8yfp34t!19sChIJgb_2aLYZDTkRpcWZHmMh4_E?authuser=0&hl=en&rclk=1,Elegant PG,4.0 stars 61 Reviews,4,61,"[""NA""]",63.37%
Jq9b4KrIZDTkREvHPXCm8wBY," Old Delhi Rd, opp. Airforce School, Rajiv Nagar, Sector 14, Gurugram, Haryana 122022",Hostel, 085953 05305,28.4743261,77.0425616,Available,NA,https://www.google.com/maps/place/METRO+INN+PG+FOR+BOYS/data=!4m7!3m6!1s0x390d19b22af8d6ab:0x16c0bc295ccff112!8m2!3d28.4743261!4d77.0425616!16s%2Fg%2F11d_thcv95!19sChIJq9b4KrIZDTkREvHPXCm8wBY?authuser=0&hl=en&rclk=1,METRO INN PG FOR BOYS,4.1 stars 251 Reviews,4.1,251,"[""NA""]",74.45%
JCwXci68ZDTkRtUX2azr3LHY," 158, Gali Number 2, Prem Nagar, Sector 13, Gurugram, Haryana 122001",Hostel, 098114 67512,28.4805536,77.0465165,Available,NA,https://www.google.com/maps/place/New+Golden+PG/data=!4m7!3m6!1s0x390d19af8bdc050b:0x762cf73a6bf645b5!8m2!3d28.4805536!4d77.0465165!16s%2Fg%2F11f1wz2226!19sChIJCwXci68ZDTkRtUX2azr3LHY?authuser=0&hl=en&rclk=1,New Golden PG,4.1 stars 90 Reviews,4.1,90,"[""NA""]",67.21%
JVaVr3rYZDTkRl4Oq0rnW-38," 1903-G, Near, Sector 14 Rd, Rajiv Nagar, Singha Enclave, Gurugram, Haryana 122001",Boys' hostel, 099999 90340,28.476796,77.037847,Available,NA,https://www.google.com/maps/place/Abhivadan+Accommodations/data=!4m7!3m6!1s0x390d19b6de6ba555:0x7ffbd6b9d2aa8397!8m2!3d28.476796!4d77.037847!16s%2Fg%2F11b7q10_j7!19sChIJVaVr3rYZDTkRl4Oq0rnW-38?authuser=0&hl=en&rclk=1,Abhivadan Accommodations,4.4 stars 51 Reviews,4.4,51,"[""http://www.facebook.com/AbhivadanAccommodations""]",62.13%
J3Q6iBLQZDTkR0I2AQiJ1pe0," 1453, 3, Gali No. 6, near AVR PUBLIC SCHOOL 122001, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001",Boys' hostel, 098990 24836,28.474138,77.0387978,Available,NA,https://www.google.com/maps/place/BSA+BOYS+PG/data=!4m7!3m6!1s0x390d19b404a20edd:0xeda5752242808dd0!8m2!3d28.474138!4d77.0387978!16s%2Fg%2F11b7st3vqx!19sChIJ3Q6iBLQZDTkR0I2AQiJ1pe0?authuser=0&hl=en&rclk=1,BSA BOYS PG,3.6 stars 93 Reviews,3.6,93,"[""NA""]",62.46%
JfSlZgNcZDTkRVdmZ0Y8MQIs," 3424 gate no 3, Gurugram, Haryana 122017",Hostel, 097586 20808,28.5095746,77.0452558,Available,NA,https://www.google.com/maps/place/Dream+House+PG/data=!4m7!3m6!1s0x390d19d78059297d:0x8b400c8fd199d955!8m2!3d28.5095746!4d77.0452558!16s%2Fg%2F11h2k31y90!19sChIJfSlZgNcZDTkRVdmZ0Y8MQIs?authuser=0&hl=en&rclk=1,Dream House PG,4.4 stars 112 Reviews,4.4,112,"[""NA""]",71.85%
Jny9_uFYXDTkR8WrVOwBE2xQ," House No.316 Sector 10A, Khandsa Rd, Main market, Gurugram, Haryana 122006",Girls' hostel, 095606 06947,28.4417995,77.0068272,Available,NA,https://www.google.com/maps/place/Nani%27s+PG/data=!4m7!3m6!1s0x390d1756b87f2f9f:0x14db44003bd56af1!8m2!3d28.4417995!4d77.0068272!16s%2Fg%2F11h1dghzt2!19sChIJny9_uFYXDTkR8WrVOwBE2xQ?authuser=0&hl=en&rclk=1,Nani's PG,4.1 stars 15 Reviews,4.1,15,"[""NA""]",56.91%
JsXS9vJoZDTkRch-0maOq--Y," K-101, near NCU campus, Om Vihar, Cartarpuri Alias Daulatpur Nas, Gurugram, Haryana 122017",Hostel, 097170 79988,28.5025287,77.0456663,Available,NA,https://www.google.com/maps/place/Akash+PG/data=!4m7!3m6!1s0x390d199abcbd74b1:0xe6fbaaa399b41f72!8m2!3d28.5025287!4d77.0456663!16s%2Fg%2F11c2phsd8t!19sChIJsXS9vJoZDTkRch-0maOq--Y?authuser=0&hl=en&rclk=1,Akash PG,4.1 stars 165 Reviews,4.1,165,"[""https://aakash.ac.in/pgplus/""]",67.68%
JWWsjRscZDTkRojFc6zP37mI," 215/3, Gopal Nagar, Adarsh Nagar, Sector 12, Gurugram, Haryana 122001",Hostel, 081300 85413,28.4644913,77.0324507,Available,NA,https://www.google.com/maps/place/Mahadev+PG/data=!4m7!3m6!1s0x390d19c746236b59:0x62eef733eb5c31a2!8m2!3d28.4644913!4d77.0324507!16s%2Fg%2F11mvmg2xm5!19sChIJWWsjRscZDTkRojFc6zP37mI?authuser=0&hl=en&rclk=1,Mahadev PG,4.0 stars 11 Reviews,4,11,"[""NA""]",54.97%
Jq6qlkIYZDTkR8p_wN38dRqE," Sector 23A near NCU (ITM University), Gurugram, Haryana 122001",Boys' hostel, 088261 83776,28.5067117,77.0484436,Available,NA,https://www.google.com/maps/place/Muskan+Paying+Guest+%28PG+for+boys%29/data=!4m7!3m6!1s0x390d198690a5aaab:0xa1461d7f37f09ff2!8m2!3d28.5067117!4d77.0484436!16s%2Fg%2F11c43py8g6!19sChIJq6qlkIYZDTkR8p_wN38dRqE?authuser=0&hl=en&rclk=1,Muskan Paying Guest (PG for boys),4.2 stars 53 Reviews,4.2,53,"[""NA""]",64.39%
JZwOLNBYZDTkRd3EXgRcbUyc," House, No. 4337P, near sheetla properties, Sector 23, Gurugram, Haryana 122017",Girls' hostel, 088600 44529,28.50612,77.053073,Available,NA,https://www.google.com/maps/place/Clock+Inn+PG/data=!4m7!3m6!1s0x390d1916348b0367:0x27531b1781177177!8m2!3d28.50612!4d77.053073!16s%2Fg%2F11q2yx92mg!19sChIJZwOLNBYZDTkRd3EXgRcbUyc?authuser=0&hl=en&rclk=1,Clock Inn PG,4.6 stars 55 Reviews,4.6,55,"[""NA""]",68.65%
JW8RsbrEZDTkRLe72L6XvLok," Plot No-2, near Bihari Mandi, Rajiv Nagar, Sector 14, Gurugram, Haryana 122001",Hostel, 093542 73108,28.4753083,77.0432083,Available,NA,https://www.google.com/maps/place/Shweta+Pg/data=!4m7!3m6!1s0x390d19b16e6cc45b:0x892eefa52ff6ee2d!8m2!3d28.4753083!4d77.0432083!16s%2Fg%2F11d_7067sy!19sChIJW8RsbrEZDTkRLe72L6XvLok?authuser=0&hl=en&rclk=1,Shweta Pg,3.8 stars 43 Reviews,3.8,43,"[""NA""]",59.02%
Jcwl4JLcZDTkR2Fvl1_TkLk4," 200, Rajiv Nagar, Sector 13, Gurugram, Haryana 122022",Hostel, 099999 38458,28.4780034,77.038799,Available,NA,https://www.google.com/maps/place/Sheetal+Kothi+PG/data=!4m7!3m6!1s0x390d19b724780973:0x4e2ee4f4d7e55bd8!8m2!3d28.4780034!4d77.038799!16s%2Fg%2F11fxb5472c!19sChIJcwl4JLcZDTkR2Fvl1_TkLk4?authuser=0&hl=en&rclk=1,Sheetal Kothi PG,3.9 stars 29 Reviews,3.9,29,"[""NA""]",57.74%
JN8B_en8ZDTkRaaokfrZLH98," F2FR+JVJ, Gali Number 3, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001",Hostel, 099901 97273,28.4740842,77.0421395,Available,NA,https://www.google.com/maps/place/M.V+PG/data=!4m7!3m6!1s0x390d197f7a7fc037:0xdf1f4bb67e24aa69!8m2!3d28.4740842!4d77.0421395!16s%2Fg%2F11ns38cbzg!19sChIJN8B_en8ZDTkRaaokfrZLH98?authuser=0&hl=en&rclk=1,M.V PG,3.7 stars 15 Reviews,3.7,15,"[""NA""]",52.91%
Jl9b5lnkZDTkRthnA9K1F5q0," House No. 4324 A, Pocket A, near Udyog Vihar, Sector 23, Gurugram, Haryana 122001",Boys' hostel, 096505 76300,28.504227,77.0508678,Available,NA,https://www.google.com/maps/place/Amrit+Residency+%7CFully+Furnished+PG+%7CLuxury+Co+-+Living+Near+Northcap+University+%7CBoys+PG+%7CGirls+PG+Gurgaon+Sector+23A/data=!4m7!3m6!1s0x390d197996f9d697:0xade645adf4c019b6!8m2!3d28.504227!4d77.0508678!16s%2Fg%2F11vsbcnj_f!19sChIJl9b5lnkZDTkRthnA9K1F5q0?authuser=0&hl=en&rclk=1,Amrit Residency |Fully Furnished PG |Luxury Co - Living Near Northcap University |Boys PG |Girls PG Gurgaon Sector 23A,4.4 stars 21 Reviews,4.4,21,"[""NA""]",61.21%
JI7c1ZvUZDTkRRS2Wkv3kgMo," B43, Block B, Old DLF Colony, Sector 14, Gurugram, Haryana 122001",Hostel, 078400 82265,28.4699958,77.0420159,Available,NA,https://www.google.com/maps/place/Trusted+Pg/data=!4m7!3m6!1s0x390d19f56635b723:0xca80e4fd92962d45!8m2!3d28.4699958!4d77.0420159!16s%2Fg%2F11h3nnd_lg!19sChIJI7c1ZvUZDTkRRS2Wkv3kgMo?authuser=0&hl=en&rclk=1,Trusted Pg,3.8 stars 40 Reviews,3.8,40,"[""NA""]",58.57%
JZ_xeGIMZDTkRuKt4KE34_d8," House no: 3704, Sector 23, Gurugram, Haryana 122017",Boys' hostel, 099102 03807,28.5078962,77.0490798,Available,NA,https://www.google.com/maps/place/PG+FOR+BOYS/data=!4m7!3m6!1s0x390d1983185efc67:0xdffdf84d2878abb8!8m2!3d28.5078962!4d77.0490798!16s%2Fg%2F11bw2_9ps8!19sChIJZ_xeGIMZDTkRuKt4KE34_d8?authuser=0&hl=en&rclk=1,PG FOR BOYS,4.1 stars 28 Reviews,4.1,28,"[""NA""]",59.56%
JWbk8EVIZDTkRXfX5M0ZHWbA," House no. 4365, Sector 23, Gurugram, Haryana 122017",Girls' hostel, 099990 99047,28.5056056,77.053477,Available,On-site services,https://www.google.com/maps/place/Sai+casa+-+Queenstown/data=!4m7!3m6!1s0x390d1952113cb959:0xb059474633f9f55d!8m2!3d28.5056056!4d77.053477!16s%2Fg%2F11t76f9mmh!19sChIJWbk8EVIZDTkRXfX5M0ZHWbA?authuser=0&hl=en&rclk=1,Sai casa - Queenstown,4.0 stars 85 Reviews,4,85,"[""https://saicasa.com/""]",61.78%
J3bv-bucZDTkRltt7Wl2hSUM," House B-780 , B Block, near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122009",Girls' hostel, 096675 50569,28.4610109,77.0814068,Available,On-site services,https://www.google.com/maps/place/The+Safehouse+PG/data=!4m7!3m6!1s0x390d19e76efebbdd:0x4349a15d5a7bdb96!8m2!3d28.4610109!4d77.0814068!16s%2Fg%2F11sqks90vh!19sChIJ3bv-bucZDTkRltt7Wl2hSUM?authuser=0&hl=en&rclk=1,The Safehouse PG,4.5 stars 37 Reviews,4.5,37,"[""https://www.safehousepg.in/pg/girls-pg-sushant-lok-gurgaon""]",61.10%
